工件,作业标识号,生产物流号,合作序号,开始时间,结束时间,所选机器,机器号,续作机器,锁定机器,机器容量,切换时间,深浅色,色号,机器常染颜色1,机器常染颜色2,机器上一状态,能否荧光,轴型,优先级,生产顺序,开始时间,结束时间,锁定顺序,合作订单,合作生产物流号,合作染程用时
27,2215799,202404270330,8776112,260.0,410.0,48,204,['204'],,140,120.0,增白,042200CAJR-17W160538,浅色,['浅色'],浅色,False,S,69.35,2,260.0,410.0,,,,
23,2216136,202405140108,8788350,530.0,670.0,48,204,['204'],,140,120.0,增白,041060CJ-05W0004,浅色,['浅色'],浅色,False,S,68.75,3,530.0,670.0,,,,
38,2216138,202405140109,8788354,790.0,930.0,48,204,['204'],,140,120.0,增白,041060CJ-05W0004,浅色,['浅色'],浅色,False,S,68.75,4,790.0,930.0,,,,
171,2216656,202405090077,8782354,1050.0,1435.0,48,204,[],,140,120.0,浅浅,041070CAJ-24Z41263,浅色,['浅色'],浅色,True,S,67.25,5,1050.0,1435.0,,,,
91,4636149,202405220168,8796131,1555.0,1960.0,48,204,[],,140,120.0,浅浅,223022CDA-23H10229,浅色,['浅色'],浅色,False,纱架,64.25,6,1555.0,1960.0,,,,
181,2216650,202405070008,8785144,2080.0,2220.0,48,204,['204'],,140,120.0,增白,041060CJ-05W0004,浅色,['浅色'],浅色,False,L,62.0,7,2080.0,2220.0,,,,
241,4638096,202405240011,8797335,2340.0,2520.0,48,204,['204'],,140,120.0,增白,041060CAJ-05W0004,浅色,['浅色'],浅色,False,纱架,61.25,8,2340.0,2520.0,,,,
50,2214334,202405040052,8778539,0.0,385.0,50,302,[],,140,120.0,深色,041070CAJ-24Z290306,深色,['深色'],深色,False,S,113.25,1,0.0,385.0,,,,
151,2216640,202405060083,8779555,505.0,1010.0,50,302,[],,140,120.0,深色,041050HJ-24K400051,深色,['深色'],深色,False,S,65.0,2,505.0,1010.0,,,,
142,2216457,202405100365,8784470,260.0,805.0,51,303,[],,140,120.0,深色,042140CAJR-24B220201,深色,['深色'],深色,False,S,111.0,1,260.0,805.0,,,,
227,4633827,202405090207,8782875,0.0,405.0,52,609,['609'],,140,120.0,深色,223022CDA-24K10010,浅色,['浅色'],深色,True,纱架,113.85,1,0.0,405.0,,,,
184,4638290,202405260035,8799182,525.0,650.0,52,609,[],,140,120.0,浅色,1G1040CAJK-24Z10115,浅色,['浅色'],深色,True,纱架,63.5,2,525.0,650.0,,,,
203,4637316,202405160201,8791301,0.0,425.0,53,610,"['610', '303']",,140,120.0,深色,042080CHJ-23B71623,深色,['深色'],深色,True,纱架,113.25,1,0.0,425.0,,,,
8,2215800,202404270330,8776113,260.0,725.0,54,611,['611'],,140,120.0,中色,042200CAJR-17B160766,深色,['深色'],深色,False,S,69.35,1,260.0,725.0,,,,
118,4632930,202405120099,8788951,845.0,1250.0,54,611,['611'],,140,120.0,浅浅,223022CDA-24B10135,深色,['深色'],深色,True,纱架,113.85,2,845.0,1250.0,,,,
68,2215804,202405110203,8785925,1370.0,1905.0,54,611,"['611', '609']",,140,120.0,深色,042200AJR-20R47277,深色,['深色'],深色,False,S,68.75,3,1370.0,1905.0,,,,
60,2215801,202405080232,8782734,2025.0,2530.0,54,611,['611'],,140,120.0,深色,042200CAJR-16B200820,深色,['深色'],深色,False,S,67.25,4,2025.0,2530.0,,,,
26,2216008,202405110386,8786867,0.0,140.0,55,612,['612'],,140,120.0,增白,041050CHJ-24W400154,增白,['增白'],增白,False,S,113.85,1,0.0,140.0,,,,
69,2216006,202405130023,8787821,260.0,400.0,55,612,[],,140,120.0,增白,041050CHJ-24W400479,增白,['增白'],增白,False,S,113.85,2,260.0,400.0,,,,
77,2216010,202405110385,8786862,520.0,660.0,55,612,['612'],,140,120.0,增白,041050CHJ-24W400154,增白,['增白'],增白,False,S,113.85,3,520.0,660.0,,,,
88,4634428,202405150237,8792138,780.0,1030.0,55,612,[],,140,120.0,增白,091075CDL-24W11167,增白,['增白'],增白,False,纱架,111.0,4,780.0,1030.0,,,,
106,4635515,202405160152,8793822,1150.0,1330.0,55,612,[],,140,120.0,增白,041040CAKLJD-24B401220,增白,['增白'],增白,False,纱架,108.75,5,1150.0,1330.0,,,,
146,2216424,202405160189,8792018,1450.0,1590.0,55,612,['612'],,140,120.0,增白,041050CAJ-05W0004,增白,['增白'],增白,False,S,108.75,6,1450.0,1590.0,,,,
265,4637291,202405100267,8784407,1710.0,1890.0,55,612,['612'],,140,120.0,增白,892100HKR-24W10020,增白,['增白'],增白,False,纱架,108.75,7,1710.0,1890.0,,,,
7,2216005,202405130023,8787824,2010.0,2150.0,55,612,[],,140,120.0,增白,041050CHJ-24W400479,增白,['增白'],增白,False,S,69.35,8,2010.0,2150.0,,,,
31,2215434,202405090046,8782681,2270.0,2440.0,55,612,[],,140,120.0,增白,031045CAJ-05W0044,增白,['增白'],增白,False,M,68.75,9,2270.0,2440.0,,,,
125,2216607,202405150237,8792139,2560.0,2730.0,55,612,[],,140,120.0,增白,091040CJ-24W11166,增白,['增白'],增白,False,Y,66.5,10,2560.0,2730.0,,,,
130,2216602,202405150237,8792137,2850.0,3020.0,55,612,[],,140,120.0,增白,021045CJ-05W0041,增白,['增白'],增白,False,M,66.5,11,2850.0,3020.0,,,,
133,2216601,202405150237,8792140,3140.0,3310.0,55,612,[],,140,120.0,增白,021045CJ-05W0041,增白,['增白'],增白,False,M,66.5,12,3140.0,3310.0,,,,
138,2216458,202405100365,8784471,3430.0,3580.0,55,612,[],,140,120.0,增白,042140CAJR-24W220177,增白,['增白'],增白,False,S,66.5,13,3430.0,3580.0,,,,
178,2216526,202405110276,8786219,3700.0,3840.0,55,612,[],,140,120.0,增白,042090CAJ-05W0013,增白,['增白'],增白,False,M,65.75,14,3700.0,3840.0,,,,
124,2216638,202405170024,8792014,3960.0,4100.0,55,612,['612'],,140,120.0,增白,041040CAJ-05W0004,增白,['增白'],增白,False,S,64.25,15,3960.0,4100.0,,,,
180,2216410,202405100234,8788309,4220.0,4360.0,55,612,[],,140,120.0,增白,041050HJ-23W403326,增白,['增白'],增白,False,S,64.25,16,4220.0,4360.0,,,,
144,2216708,202405250118,8798152,4480.0,4620.0,55,612,['612'],,140,120.0,增白,041040CA-21W51630,增白,['增白'],增白,False,S,63.5,17,4480.0,4620.0,,,,
3,2216367,202405080199,8781912,4740.0,4880.0,55,612,['612'],,140,120.0,增白,041060CAJ-05W0003,增白,['增白'],增白,False,S,60.5,18,4740.0,4880.0,,,,
6,2216049,202405100167,8784440,0.0,385.0,56,308,[],,180,120.0,浅浅,122080CAJRX-24B10389,浅色,['浅色'],浅浅,False,M,66.5,1,0.0,385.0,,,,
165,2216454,202405080203,8782704,505.0,890.0,56,308,[],,180,120.0,浅色,042100CAJ-24B43556,浅色,['浅色'],浅浅,True,S,63.5,2,505.0,890.0,,,,
195,2215377,202405110369,8786497,0.0,465.0,57,405,['405'],,180,120.0,中色,042100CAJ-23B403879,深色,['深色'],深色,True,S,113.85,1,0.0,465.0,,,,
108,4636144,202405220065,8795425,0.0,475.0,58,407,[],,180,120.0,浅浅,041040CAJS-18B419770,浅色,['浅色'],浅浅,True,纱架,107.25,1,0.0,475.0,,,,
49,2216174,202405060078,8780171,0.0,505.0,59,410,[],,180,120.0,深色,041050CHJ-24K400050,深色,['深色'],深色,True,S,69.35,1,0.0,505.0,,,,
73,2216353,202405120035,8794311,625.0,1145.0,59,410,[],,180,120.0,深色,041016CL-23G46588,深色,['深色'],深色,True,M,64.25,2,625.0,1145.0,,,,
164,2216383,202405210146,8795350,1265.0,1800.0,59,410,['410'],,180,120.0,深色,041080CJ-24B220108,深色,['深色'],深色,True,S,63.5,3,1265.0,1800.0,,,,
216,4637861,202405210048,8795026,0.0,505.0,61,505,['505'],,180,120.0,中色,041021CL-23Z220056,浅色,['浅色'],中色,True,纱架,127.35,1,0.0,505.0,,,,
217,4637862,202405210048,8795026,625.0,1130.0,61,505,['505'],,180,120.0,中色,041021CL-23Z220056,浅色,['浅色'],中色,True,纱架,127.35,2,625.0,1130.0,,,,
218,4637379,202405210048,8795026,1250.0,1755.0,61,505,['505'],,180,120.0,中色,041021CL-23Z220056,浅色,['浅色'],中色,True,纱架,127.35,3,1250.0,1755.0,,,,
185,2216413,202405100267,8784406,1875.0,2260.0,61,505,[],,180,120.0,浅浅,041050HJ-23B405083,浅色,['浅色'],中色,False,S,64.25,4,1875.0,2260.0,,,,
98,4634063,202405140124,8788533,0.0,425.0,62,501,[],,180,120.0,浅浅,041050CAJS-23Z650252,浅色,['浅色'],深色,True,纱架,111.75,1,0.0,425.0,,,,
161,2216538,202405060187,8780163,0.0,140.0,63,605,[],,180,120.0,增白,041050CHJ-24W400272,增白,['增白'],浅浅,False,S,69.35,1,0.0,140.0,,,,
10,2216001,202405100036,8785402,260.0,400.0,63,605,[],,180,120.0,增白,041050CAJ-22W220606,增白,['增白'],浅浅,False,S,68.75,2,260.0,400.0,,,,
55,2216329,202405210120,8795982,520.0,660.0,63,605,['605'],,180,120.0,增白,042100CAJ-18W200492,增白,['增白'],浅浅,False,M,64.25,3,520.0,660.0,,,,
166,2216543,202405160152,8793817,780.0,920.0,63,605,[],,180,120.0,增白,041040CAJ-24W400878,增白,['增白'],浅浅,False,M,64.25,4,780.0,920.0,,,,
193,2216645,202405160080,8792804,1040.0,1180.0,63,605,['605'],,180,120.0,增白,041060CAJ-05W0004,增白,['增白'],浅浅,False,S,64.25,5,1040.0,1180.0,,,,
223,4638291,202405250289,8799037,0.0,125.0,64,909,[],,180,120.0,深色,1G2080CAKR-23K10038,深色,['深色'],深色,True,纱架,63.5,1,0.0,125.0,,,,
191,2216558,202405090058,8782898,0.0,150.0,65,1004,[],,180,120.0,增白,801050CJ-24W10145,增白,['增白'],浅色,False,S,68.75,1,0.0,150.0,,,,
79,2216188,202405180284,8793794,270.0,410.0,65,1004,['1004'],,180,120.0,增白,042100CAJ-05W0013,增白,['增白'],浅色,False,S,67.25,2,270.0,410.0,,,,
126,2216404,202405150199,8789660,530.0,670.0,65,1004,['1004'],,180,120.0,增白,042100CAJ-05W0013,增白,['增白'],浅色,False,S,65.75,3,530.0,670.0,,,,
135,2216655,202405080248,8782154,790.0,940.0,65,1004,['1004'],,180,120.0,增白,041070CAJ-05W0032,增白,['增白'],浅色,False,S,65.75,4,790.0,940.0,,,,
162,2216676,202405220168,8796127,1060.0,1200.0,65,1004,['1004'],,180,120.0,增白,042100CAJ-23W47099,增白,['增白'],浅色,False,Y,64.25,5,1060.0,1200.0,,,,
175,2216671,202405150216,8790865,1320.0,1460.0,65,1004,['1004'],,180,120.0,增白,042100CJ-05W0013,增白,['增白'],浅色,False,S,64.25,6,1320.0,1460.0,,,,
5,2215874,202405030092,8778094,0.0,170.0,66,604,[],,200,120.0,增白,031045CJ-23W10058,增白,['增白'],增白,False,M,113.85,1,0.0,170.0,,,,
70,2215873,202405030092,8778096,290.0,460.0,66,604,[],,200,120.0,增白,031045CJ-23W10058,增白,['增白'],增白,False,M,113.85,2,290.0,460.0,,,,
59,2214336,202405040052,8778538,580.0,730.0,66,604,['604'],,200,120.0,增白,041070CAJ-05W0033,增白,['增白'],增白,False,M,113.25,3,580.0,730.0,,,,
17,2215885,202405110213,8786140,850.0,1020.0,66,604,['604'],,200,120.0,浅浅,031045CJ-05W0044,增白,['增白'],增白,False,M,108.75,4,850.0,1020.0,,,,
36,2215878,202405110191,8786134,1140.0,1310.0,66,604,['604'],,200,120.0,增白,031045CJ-05W0044,增白,['增白'],增白,False,M,108.75,5,1140.0,1310.0,,,,
47,2215884,202405110213,8786137,1430.0,1600.0,66,604,['604'],,200,120.0,增白,031045CJ-05W0044,增白,['增白'],增白,False,M,108.75,6,1430.0,1600.0,,,,
219,4638161,202405160191,8794291,1720.0,1900.0,66,604,['604'],,200,120.0,增白,041050CHJ-24W220187,增白,['增白'],增白,False,纱架,108.75,7,1720.0,1900.0,,,,
48,2216187,202405070188,8780728,2020.0,2160.0,66,604,['604'],,200,120.0,增白,042100CAJ-05W0013,增白,['增白'],增白,False,M,68.75,8,2020.0,2160.0,,,,
258,4638095,202405230009,8796700,2280.0,2460.0,66,604,['604'],,200,120.0,增白,041050CAJ-05W0004,增白,['增白'],增白,False,纱架,61.25,9,2280.0,2460.0,,,,
51,2216157,202405120098,8787749,2580.0,2720.0,66,604,[],,200,120.0,增白,041060CJ-05W0002,增白,['增白'],增白,False,M,60.5,10,2580.0,2720.0,,,,
163,2216716,202405160117,8791178,0.0,565.0,67,516,[],,200,120.0,深色,041030CA-23Z220061,中色,['中色'],浅浅,True,M,65.75,1,0.0,565.0,,,,
182,4637528,202405250237,8798845,585.0,1060.0,68,408,[],,200,120.0,浅浅,042100CAJ-13P78591,浅色,['浅色'],浅浅,False,纱架,106.5,1,585.0,1060.0,,,,
179,2216675,202405220168,8796128,0.0,385.0,69,409,[],,200,120.0,浅浅,042100CAJ-23H47162,浅色,['浅色'],中色,False,Y,64.25,1,0.0,385.0,,,,
199,4637394,202405250226,8798588,0.0,465.0,70,310,['310'],,200,120.0,浅色,041021CL-23Z220029,浅色,['浅色'],浅浅,True,纱架,126.75,1,0.0,465.0,,,,
201,4637882,202405250226,8798588,585.0,1050.0,70,310,['310'],,200,120.0,浅色,041021CL-23Z220029,浅色,['浅色'],浅浅,True,纱架,126.75,2,585.0,1050.0,,,,
101,4635743,202405170131,8791719,1170.0,1595.0,70,310,"['310', '408']",,200,120.0,浅浅,042080CAJS-24R650068,浅色,['浅色'],浅浅,True,纱架,110.25,3,1170.0,1595.0,,,,
200,4637881,202405250226,8798588,1715.0,2180.0,70,310,['310'],,200,120.0,浅色,041021CL-23Z220029,浅色,['浅色'],浅浅,True,纱架,82.25,4,1715.0,2180.0,,,,
100,4636624,202405170131,8791719,2300.0,2725.0,70,310,"['310', '408']",,200,120.0,浅浅,042080CAJS-24R650068,浅色,['浅色'],浅浅,True,纱架,65.75,5,2300.0,2725.0,,,,
112,4635155,202405070008,8785146,0.0,505.0,71,504,['504'],,200,120.0,深色,122120CJRX-24B10275,深色,['深色'],深色,False,纱架,106.5,1,0.0,505.0,,,,
110,4635142,202405120066,8787760,0.0,125.0,73,309,[],,240,120.0,浅浅,111030CAK-24B10132,浅色,['浅色'],浅色,True,纱架,69.5,1,0.0,125.0,,,,
233,4637950,202405230098,8797082,245.0,720.0,73,309,['309'],,240,120.0,浅浅,041050CJ-23B220638,浅色,['浅色'],浅色,False,纱架,64.25,2,245.0,720.0,,,,
234,4637949,202405230098,8797082,840.0,1315.0,73,309,['309'],,240,120.0,浅浅,041050CJ-23B220638,浅色,['浅色'],浅色,False,纱架,64.25,3,840.0,1315.0,,,,
95,4635144,202405120068,8787764,0.0,125.0,74,312,[],,240,120.0,浅浅,111030CAK-24R10031,浅色,['浅色'],浅色,True,纱架,69.5,1,0.0,125.0,,,,
21,2215872,202405030091,8778098,0.0,170.0,75,1003,[],,240,120.0,增白,031045CJ-23W10057,增白,['增白'],增白,False,M,113.85,1,0.0,170.0,,,,
19,2216223,202405100315,8788929,290.0,430.0,75,1003,['1003'],,240,120.0,增白,041060CAJ-05W0004,增白,['增白'],增白,False,M,67.25,2,290.0,430.0,,,,
57,2216142,202405100310,8784479,550.0,690.0,75,1003,['1003'],,240,120.0,增白,041060CAJ-05W0004,增白,['增白'],增白,False,M,67.25,3,550.0,690.0,,,,
137,2216552,202405160188,8791309,810.0,950.0,75,1003,[],,240,120.0,增白,041040CHJ-23W400982,增白,['增白'],增白,False,M,67.25,4,810.0,950.0,,,,
167,2216553,202405100358,8787733,1070.0,1210.0,75,1003,['1003'],,240,120.0,增白,041060CAJ-05W0004,增白,['增白'],增白,False,L,67.25,5,1070.0,1210.0,,,,
170,2216636,202405160182,8791499,1330.0,1470.0,75,1003,[],,240,120.0,增白,041040CHJ-23W400763,增白,['增白'],增白,False,M,67.25,6,1330.0,1470.0,,,,
172,2216717,202405170084,8792190,1590.0,1730.0,75,1003,['1003'],,240,120.0,增白,041040CHJ-05W0004,增白,['增白'],增白,False,M,66.5,7,1590.0,1730.0,,,,
11,2216186,202405080185,8782701,1850.0,1990.0,75,1003,['1003'],,240,120.0,增白,042100CAJ-05W0013,增白,['增白'],增白,False,M,63.5,8,1850.0,1990.0,,,,
155,2216647,202405080251,8782166,2110.0,2250.0,75,1003,['1003'],,240,120.0,增白,041060CAJ-05W0021,增白,['增白'],增白,False,Y,63.5,9,2110.0,2250.0,,,,
156,2216646,202405080251,8782166,2370.0,2510.0,75,1003,['1003'],,240,120.0,增白,041060CAJ-05W0021,增白,['增白'],增白,False,Y,63.5,10,2370.0,2510.0,,,,
158,2216414,202405180014,8792743,2630.0,2770.0,75,1003,[],,240,120.0,增白,041050CHJ-24W220185,增白,['增白'],增白,False,M,63.5,11,2630.0,2770.0,,,,
202,4637154,202405240044,8797380,0.0,475.0,77,406,['406'],,240,120.0,浅浅,042120CJS-22B700056,浅色,['浅色'],,False,纱架,122.25,1,0.0,475.0,,,,
248,4637768,202405250244,8798565,0.0,180.0,79,1106,[],,240,120.0,增白,041050CAJS-24W700034,增白,['增白'],增白,False,纱架,107.25,1,0.0,180.0,,,,
84,4635143,202405120067,8787762,300.0,425.0,79,1106,[],,240,120.0,浅浅,111030CAK-24B10134,增白,['增白'],增白,False,纱架,69.5,2,300.0,425.0,,,,
255,4638100,202405260030,8799322,545.0,725.0,79,1106,[],,240,120.0,增白,041036CHJ-05W0003,增白,['增白'],增白,False,纱架,62.0,3,545.0,725.0,,,,
14,2216261,202405120058,8786931,0.0,140.0,80,808,['808'],,241,120.0,增白,042080CHJ-05W0013,增白,['增白'],,False,M,68.75,1,0.0,140.0,,,,
54,2215738,202405060138,8784340,0.0,385.0,81,404,['404'],,360,120.0,浅色,041040CAJ-24Y220031,浅色,['浅色'],浅浅,True,M,68.75,1,0.0,385.0,,,,
86,4636694,202405210129,8796626,505.0,980.0,81,404,[],,360,120.0,浅浅,042120CJ-14B280700,浅色,['浅色'],浅浅,False,纱架,64.25,2,505.0,980.0,,,,
157,2216680,202405220221,8796428,1100.0,1485.0,81,404,['404'],,360,120.0,浅浅,042100CAJ-16B145391,浅色,['浅色'],浅浅,True,M,63.5,3,1100.0,1485.0,,,,
20,2216349,202405110161,8786983,0.0,520.0,82,503,[],,360,120.0,中色,041016CA-24H41448,深色,['深色'],深色,True,Y,68.75,1,0.0,520.0,,,,
152,2216407,202405140105,8788823,0.0,140.0,83,917,['917'],,360,120.0,增白,042100CAJ-19W220341,增白,['增白'],增白,False,Y,110.25,1,0.0,140.0,,,,
153,2216408,202405140105,8788823,260.0,400.0,83,917,['917'],,360,120.0,增白,042100CAJ-19W220341,增白,['增白'],增白,False,Y,110.25,2,260.0,400.0,,,,
16,2215930,202405070190,8780726,520.0,660.0,83,917,['917'],,360,120.0,增白,044200CAJR-20W46108,增白,['增白'],增白,False,M,68.75,3,520.0,660.0,,,,
139,2216544,202405160199,8791288,780.0,920.0,83,917,['917'],,360,120.0,增白,041040CHJ-05W0004,增白,['增白'],增白,False,Y,68.75,4,780.0,920.0,,,,
240,2216657,202405100364,8789294,1040.0,1190.0,83,917,['917'],,360,120.0,增白,041070CAJ-05W0034,增白,['增白'],增白,False,M,66.5,5,1040.0,1190.0,,,,
29,2216000,202405100093,8784207,1310.0,1450.0,83,917,['917'],,360,120.0,增白,041050HJ-05W0004,增白,['增白'],增白,False,Y,64.25,6,1310.0,1450.0,,,,
128,2216587,202405110206,8787093,1570.0,1710.0,83,917,['917'],,360,120.0,增白,041050HJ-23W403323,增白,['增白'],增白,False,Y,64.25,7,1570.0,1710.0,,,,
173,2216402,202405160191,8791648,1830.0,1970.0,83,917,['917'],,360,120.0,增白,042100CHJ-23W220488,增白,['增白'],增白,False,Y,64.25,8,1830.0,1970.0,,,,
207,2216471,202405160191,8791649,2090.0,2230.0,83,917,['917'],,360,120.0,增白,042100CHJ-23W220488,增白,['增白'],增白,False,Y,64.25,9,2090.0,2230.0,,,,
198,4638157,202405080159,8784676,0.0,295.0,84,919,[],,360,120.0,中色,041021CL-24G220052,深色,['深色'],深色,True,纱架,71.35,1,0.0,295.0,,,,
74,2215832,202404300142,8777789,0.0,425.0,86,705,[],,390,120.0,浅浅,041020CL-24H42535,深色,['深色'],浅浅,True,L,69.35,1,0.0,425.0,,,,
141,2216635,202405170063,8791415,0.0,140.0,87,1105,['1105'],,390,120.0,增白,041040CHJ-05W0004,增白,['增白'],增白,False,Y,67.25,1,0.0,140.0,,,,
134,2216437,202405230098,8797081,260.0,400.0,87,1105,['1105'],,390,120.0,增白,042100CJ-23W220552,增白,['增白'],增白,False,Y,64.25,2,260.0,400.0,,,,
232,4637796,202405110371,8788292,0.0,425.0,88,1103,['1103'],,390,120.0,浅浅,042080CHJ-24B44980,浅色,['浅色'],浅色,False,纱架,113.25,1,0.0,425.0,,,,
253,4637888,202405250227,8798590,0.0,465.0,89,1112,['1112'],,390,120.0,浅浅,041021CL-23Z550020,浅色,['浅色'],浅浅,True,纱架,126.75,1,0.0,465.0,,,,
254,4637887,202405250227,8798590,585.0,1050.0,89,1112,['1112'],,390,120.0,浅浅,041021CL-23Z550020,浅色,['浅色'],浅浅,True,纱架,126.75,2,585.0,1050.0,,,,
160,2216507,202405250226,8798587,0.0,385.0,91,602,['602'],,540,120.0,浅色,041021CL-24Z220002,浅色,['浅色'],浅色,True,L,83.75,1,0.0,385.0,,,,
187,2215523,202405180140,8792927,0.0,505.0,93,401,['401'],,650,120.0,中色,041021CL-23Z220056,深色,['深色'],中色,True,L,128.85,1,0.0,505.0,,,,
147,2216509,202405250227,8798589,0.0,385.0,94,601,['601'],,650,120.0,浅浅,041021CL-22Z220023,浅色,['浅色'],浅浅,True,L,128.25,1,0.0,385.0,,,,
148,2216633,202405250227,8798589,505.0,890.0,94,601,['601'],,650,120.0,浅浅,041021CL-22Z220023,浅色,['浅色'],浅浅,True,L,83.75,2,505.0,890.0,,,,
149,2216634,202405250227,8798589,1010.0,1395.0,94,601,['601'],,650,120.0,浅浅,041021CL-22Z220023,浅色,['浅色'],浅浅,True,L,83.75,3,1010.0,1395.0,,,,
