工件,作业标识号,生产物流号,合作序号,开始时间,结束时间,所选机器,机器号,续作机器,锁定机器,机器容量,切换时间,深浅色,色号,机器常染颜色1,机器常染颜色2,机器上一状态,能否荧光,轴型,优先级,生产顺序,开始时间,结束时间,锁定顺序,合作订单,合作生产物流号,合作染程用时
228,4637699,202405180131,8793759,1660.0,2085.0,4,907,[],,6,120.0,深色,042100CAJ-24K220072,浅色,['浅色'],深色,False,纱架,105.0,4,1660.0,2085.0,,,,
257,4638250,202405240067,8797582,2205.0,2630.0,4,907,[],,6,120.0,浅浅,041050CAJ-24Z44067,浅色,['浅色'],深色,False,纱架,62.75,5,2205.0,2630.0,,,,
230,4637806,202404110091,8760176,0.0,300.0,5,908,[],,6,120.0,浅浅,092096CJR-24B10222,深色,['深色'],浅浅,True,纱架,117.75,1,0.0,300.0,,,,
209,4637571,202405110404,8787812,420.0,825.0,5,908,[],,6,120.0,浅浅,223022CDA-24W10042,深色,['深色'],浅浅,False,纱架,113.85,2,420.0,825.0,,,,
210,4637569,202405110404,8787812,945.0,1350.0,5,908,[],,6,120.0,浅浅,223022CDA-24W10042,深色,['深色'],浅浅,False,纱架,113.85,3,945.0,1350.0,,,,
263,4637784,202405240107,8797913,1470.0,1895.0,5,908,[],,6,120.0,浅浅,041060CAJ-24H42414,深色,['深色'],浅浅,True,纱架,108.75,4,1470.0,1895.0,,,,
266,4638150,202405090146,8787946,0.0,450.0,6,815,[],,10,120.0,深色,091075CDAS-24R10247,深色,['深色'],,True,纱架,108.75,1,0.0,450.0,,,,
183,4638149,202405090146,8787948,570.0,1020.0,6,815,[],,10,120.0,深色,091075CDAS-24K10180,深色,['深色'],,True,纱架,64.25,2,570.0,1020.0,,,,
268,4638146,202405130012,8787506,0.0,450.0,7,509,[],,10,120.0,中色,091075CDAS-24P10070,深色,['深色'],浅浅,True,纱架,64.25,1,0.0,450.0,,,,
245,4637685,202405230009,8796699,570.0,1075.0,7,509,[],,10,120.0,深色,042120CAJ-24K220074,深色,['深色'],浅浅,False,纱架,62.75,2,570.0,1075.0,,,,
94,4630873,202404050006,8755545,0.0,460.0,8,603,[],,10,120.0,深色,842050CJ-24G10003,深色,['深色'],深色,False,纱架,112.35,1,0.0,460.0,,,,
222,4638195,202405240003,8797193,580.0,1045.0,8,603,[],,10,120.0,中色,042120CAJ-24B220103,深色,['深色'],深色,True,纱架,62.75,2,580.0,1045.0,,,,
197,4638199,202405240124,8798012,0.0,465.0,9,613,[],,10,120.0,浅色,042120CAJ-24Y220014,浅色,['浅色'],,False,纱架,64.25,1,0.0,465.0,,,,
244,4637133,202405170199,8792628,0.0,425.0,10,704,[],,10,120.0,浅浅,041050CAJ-24Z42916,增白,['增白'],浅浅,False,纱架,108.0,1,0.0,425.0,,,,
45,2216128,202405120097,8787743,545.0,1010.0,10,704,[],,10,120.0,中色,041060CJ-23H47469,增白,['增白'],浅浅,False,S,64.25,2,545.0,1010.0,,,,
267,4637648,202405200044,8797936,0.0,465.0,11,115,[],,24,120.0,中色,041050CAZ-24H41739,浅色,['浅色'],深色,True,纱架,62.75,1,0.0,465.0,,,,
205,4637608,202405230068,8797635,585.0,1050.0,11,115,[],,24,120.0,浅色,041020L-24B53545,浅色,['浅色'],深色,False,纱架,62.0,2,585.0,1050.0,,,,
224,4637652,202405200047,8797984,0.0,425.0,12,116,[],,24,120.0,浅色,041050CAZ-24Y40909,浅色,['浅色'],浅浅,True,纱架,62.75,1,0.0,425.0,,,,
262,4637643,202405200046,8797952,545.0,970.0,12,116,[],,24,120.0,浅色,041050CAZ-24B46533,浅色,['浅色'],浅浅,True,纱架,62.75,2,545.0,970.0,,,,
225,4637626,202405200048,8797979,0.0,505.0,13,117,[],,24,120.0,深色,041050CAJ-24K40900,深色,['深色'],中色,True,纱架,107.25,1,0.0,505.0,,,,
260,4637518,202405240039,8798134,625.0,1100.0,13,117,[],,24,120.0,浅浅,041050CJ-24B220207,深色,['深色'],中色,False,纱架,63.5,2,625.0,1100.0,,,,
236,4637162,202405240069,8797450,0.0,180.0,14,118,[],,24,120.0,增白,041050CJ-05W0003,增白,['增白'],增白,False,纱架,114.75,1,0.0,180.0,,,,
99,4634282,202405110086,8785906,300.0,480.0,14,118,[],,24,120.0,增白,041050CHJ-05W0004,增白,['增白'],增白,False,纱架,113.25,2,300.0,480.0,,,,
111,4635794,202405180237,8793990,600.0,780.0,14,118,[],,24,120.0,增白,041040CAZ-05W0002,增白,['增白'],增白,False,纱架,107.25,3,600.0,780.0,,,,
212,4637617,202405200043,8797970,900.0,1080.0,14,118,[],,24,120.0,增白,041050CAJ-05W0004,增白,['增白'],增白,False,纱架,107.25,4,900.0,1080.0,,,,
92,4636113,202405080016,8783457,1200.0,1380.0,14,118,[],,24,120.0,增白,451050CAK-24W10859,增白,['增白'],增白,False,纱架,68.75,5,1200.0,1380.0,,,,
235,4637284,202405110404,8787811,0.0,425.0,15,119,[],,24,120.0,浅浅,111040CAJ-24B10110,深色,['深色'],中色,False,纱架,113.85,1,0.0,425.0,,,,
264,4637653,202405200048,8797976,545.0,970.0,15,119,[],,24,120.0,浅浅,041050CAZ-24Z42113,深色,['深色'],中色,True,纱架,62.75,2,545.0,970.0,,,,
246,4637646,202405200043,8797969,300.0,725.0,16,712,[],,24,120.0,浅浅,041050CAZ-24B46748,浅色,['浅色'],浅浅,False,纱架,62.75,1,300.0,725.0,,,,
252,4637651,202405200048,8797977,845.0,1350.0,16,712,[],,24,120.0,深色,041050CAZ-24K40952,浅色,['浅色'],浅浅,True,纱架,62.75,2,845.0,1350.0,,,,
243,4637632,202405200047,8797986,0.0,425.0,17,816,[],,24,120.0,浅色,041050CAJ-24Y40925,浅色,['浅色'],,True,纱架,107.25,1,0.0,425.0,,,,
211,4637567,202405110404,8787812,545.0,950.0,17,816,[],,24,120.0,浅浅,223022CDA-24W10042,浅色,['浅色'],,False,纱架,69.35,2,545.0,950.0,,,,
208,4637649,202405200045,8797945,0.0,505.0,18,1013,[],,24,120.0,深色,041050CAZ-24K40950,深色,['深色'],深色,True,纱架,62.75,1,0.0,505.0,,,,
276,4637650,202405200044,8797937,625.0,1130.0,18,1013,[],,24,120.0,深色,041050CAZ-24K40951,深色,['深色'],深色,True,纱架,62.75,2,625.0,1130.0,,,,
274,4638151,202405080026,8781025,0.0,425.0,19,1014,[],,24,120.0,深色,1E2100CAKR-24Z10033,深色,['深色'],深色,False,纱架,70.85,1,0.0,425.0,,,,
85,4636748,202405100327,8794720,545.0,970.0,19,1014,[],,24,120.0,浅浅,122080CAJRX-24H10197,深色,['深色'],深色,True,纱架,63.5,2,545.0,970.0,,,,
22,2215368,202405100366,8786773,0.0,385.0,20,209,[],,40,120.0,浅浅,042100CAJ-24B401615,浅色,['浅色'],浅浅,False,S,113.85,1,0.0,385.0,,,,
44,2214353,202404250372,8774404,505.0,890.0,20,209,[],,40,120.0,浅浅,041050CAJ-24H40806,浅色,['浅色'],浅浅,False,S,113.85,2,505.0,890.0,,,,
96,4632829,202405080199,8781915,1010.0,1435.0,20,209,[],,40,120.0,浅浅,041060CAJ-17M10778,浅色,['浅色'],浅浅,False,纱架,105.0,3,1010.0,1435.0,,,,
65,4636003,202403070285,8725422,1555.0,1980.0,20,209,[],,40,120.0,深色,041060CAJ-21K220121,浅色,['浅色'],浅浅,True,纱架,72.35,4,1555.0,1980.0,,,,
115,4635371,202405080129,8781629,0.0,460.0,21,210,[],,40,120.0,浅浅,111050CJ-23Z10019,浅色,['浅色'],浅浅,True,纱架,103.5,1,0.0,460.0,,,,
83,4636607,202405060136,8784319,1085.0,1210.0,21,210,[],,40,120.0,中色,091150CDA-24B10775,浅色,['浅色'],浅浅,True,纱架,70.25,2,1085.0,1210.0,,,,
4,2216126,202405120097,8787740,1765.0,2230.0,21,210,[],,40,120.0,中色,041060CJ-23B77475,浅色,['浅色'],浅浅,False,S,64.25,3,1765.0,2230.0,,,,
56,2216122,202405120098,8787751,2350.0,2815.0,21,210,[],,40,120.0,中色,041060CJ-23Z48737,浅色,['浅色'],浅浅,False,M,60.5,4,2350.0,2815.0,,,,
259,4637404,202405060136,8784318,0.0,420.0,22,211,[],,40,120.0,中色,091150CDA-24R10202,浅色,['浅色'],浅色,True,纱架,114.75,1,0.0,420.0,,,,
213,4637182,202405180086,8793747,540.0,965.0,22,211,[],,40,120.0,浅浅,041060CAJ-24B48981,浅色,['浅色'],浅色,False,纱架,108.0,2,540.0,965.0,,,,
30,2216004,202405130023,8787823,1085.0,1470.0,22,211,[],,40,120.0,浅浅,041050CHJ-24R400164,浅色,['浅色'],浅色,False,S,69.35,3,1085.0,1470.0,,,,
25,2215798,202405100036,8785403,1590.0,1975.0,22,211,[],,40,120.0,浅浅,042100CAJR-24P220012,浅色,['浅色'],浅色,False,S,68.75,4,1590.0,1975.0,,,,
42,2215843,202405030012,8778724,0.0,425.0,23,212,[],,40,120.0,浅浅,041020CL-24H42527,深色,['深色'],浅色,True,L,113.85,1,0.0,425.0,,,,
117,2215815,202405160189,8792019,545.0,930.0,23,212,[],,40,120.0,浅浅,041050CAJ-24P41081,深色,['深色'],浅色,False,S,108.75,2,545.0,930.0,,,,
177,4637181,202405180086,8793750,1050.0,1475.0,23,212,[],,40,120.0,浅浅,041060CAJ-24H42455,深色,['深色'],浅色,False,纱架,108.0,3,1050.0,1475.0,,,,
64,4636005,202403070285,8725422,1595.0,2020.0,23,212,[],,40,120.0,深色,041060CAJ-21K220121,深色,['深色'],浅色,True,纱架,72.35,4,1595.0,2020.0,,,,
9,2216125,202405120098,8787753,0.0,465.0,24,213,[],,40,120.0,中色,041060CJ-23H45822,深色,['深色'],深色,False,M,60.5,1,0.0,465.0,,,,
242,4637178,202405180085,8793743,585.0,1010.0,24,213,[],,40,120.0,浅浅,041060CAJ-24H42448,深色,['深色'],深色,False,纱架,108.0,2,585.0,1010.0,,,,
61,4636002,202403070285,8725422,1130.0,1555.0,24,213,[],,40,120.0,深色,041060CAJ-21K220121,深色,['深色'],深色,True,纱架,72.35,3,1130.0,1555.0,,,,
12,2215209,202405080108,8787486,1675.0,2140.0,24,213,[],,40,120.0,深色,9E2100CAJ-24B10477,深色,['深色'],深色,False,S,68.75,4,1675.0,2140.0,,,,
24,2215835,202404300143,8777793,0.0,505.0,25,301,[],,40,120.0,中色,041020CL-24B49102,深色,['深色'],深色,True,L,113.85,1,0.0,505.0,,,,
239,4637740,202405180032,8792578,625.0,1050.0,25,301,[],,40,120.0,浅浅,042120CAJ-24G220057,深色,['深色'],深色,False,纱架,108.0,2,625.0,1050.0,,,,
119,4634508,202405130048,8789618,1170.0,1330.0,25,301,[],,40,120.0,浅浅,801030CJX-22W10124,深色,['深色'],深色,True,纱架,103.5,3,1170.0,1330.0,,,,
32,2215174,202405110248,8786142,0.0,170.0,26,711,[],,40,120.0,增白,032090CJR-24W10537,增白,['增白'],增白,False,S,108.75,1,0.0,170.0,,,,
214,4637180,202405180086,8793745,290.0,765.0,26,711,[],,40,120.0,浅浅,041060CAJ-24H42454,增白,['增白'],增白,False,纱架,108.0,2,290.0,765.0,,,,
53,4636271,202405090304,8783747,885.0,1065.0,26,711,[],,40,120.0,增白,041050CAK-23W47888,增白,['增白'],增白,False,纱架,67.25,3,885.0,1065.0,,,,
140,2216604,202405150288,8791903,1185.0,1355.0,26,711,[],,40,120.0,增白,021045CJ-05W0041,增白,['增白'],增白,False,S,64.25,4,1185.0,1355.0,,,,
176,2216560,202405180216,8794907,1475.0,1645.0,26,711,[],,40,120.0,增白,021045CJ-05W0041,增白,['增白'],增白,False,S,64.25,5,1475.0,1645.0,,,,
221,4637639,202405200043,8797968,1765.0,1945.0,26,711,[],,40,120.0,增白,041050CAZ-05W0004,增白,['增白'],增白,False,纱架,62.75,6,1765.0,1945.0,,,,
18,2214463,202404250371,8774058,0.0,385.0,27,1006,[],,40,120.0,浅浅,041050CAJ-24Z42897,深色,['深色'],,True,S,113.85,1,0.0,385.0,,,,
204,4637706,202405240107,8797916,505.0,1010.0,27,1006,[],,40,120.0,深色,042120CAJ-24K220068,深色,['深色'],,True,纱架,108.75,2,505.0,1010.0,,,,
35,2215689,202404250181,8773439,1130.0,1515.0,27,1006,[],,40,120.0,浅浅,041060CAJ-24B48992,深色,['深色'],,False,S,106.5,3,1130.0,1515.0,,,,
62,4636006,202403070285,8725422,540.0,965.0,28,1007,[],,40,120.0,深色,041060CAJ-21K220121,深色,['深色'],深色,True,纱架,72.35,1,540.0,965.0,,,,
63,4636004,202403070285,8725422,1085.0,1510.0,28,1007,[],,40,120.0,深色,041060CAJ-21K220121,深色,['深色'],深色,True,纱架,72.35,2,1085.0,1510.0,,,,
168,2216542,202405160152,8793816,1630.0,2095.0,28,1007,[],,40,120.0,中色,041040CAJ-24B401218,深色,['深色'],深色,False,S,64.25,3,1630.0,2095.0,,,,
1,2215366,202405100366,8786771,0.0,140.0,29,206,[],,70,120.0,增白,042100CAJ-24W401135,增白,['增白'],增白,False,S,113.85,1,0.0,140.0,,,,
114,2215990,202405120130,8789472,260.0,400.0,29,206,[],,70,120.0,增白,041040CHJ-05W0004,增白,['增白'],增白,False,M,68.0,2,260.0,400.0,,,,
46,2216326,202405150166,8789368,520.0,660.0,29,206,[],,70,120.0,增白,042100CJ-15W71297,增白,['增白'],增白,False,S,65.0,3,520.0,660.0,,,,
129,2216658,202405100237,8785407,780.0,930.0,29,206,[],,70,120.0,增白,9E2100CAJR-23W10691,增白,['增白'],增白,False,S,65.0,4,780.0,930.0,,,,
39,2216283,202405150218,8790446,1050.0,1190.0,29,206,[],,70,120.0,增白,042080HJ-17W310834,增白,['增白'],增白,False,S,64.25,5,1050.0,1190.0,,,,
150,2216668,202405240039,8798131,1310.0,1450.0,29,206,[],,70,120.0,增白,041050CJ-24W220189,增白,['增白'],增白,False,S,63.5,6,1310.0,1450.0,,,,
229,4638069,202405180020,8792665,1570.0,1750.0,29,206,[],,70,120.0,增白,041060CAJ-22W400649,增白,['增白'],增白,False,纱架,62.75,7,1570.0,1750.0,,,,
13,2216054,202405100018,8784246,0.0,385.0,30,207,[],,70,120.0,浅浅,122080CAJRX-24Z10103,深色,['深色'],中色,True,M,66.5,1,0.0,385.0,,,,
136,2216459,202405080248,8782155,505.0,1010.0,30,207,[],,70,120.0,深色,042140CAJR-24B220193,深色,['深色'],中色,False,S,65.75,2,505.0,1010.0,,,,
270,4637781,202405190026,8793948,1130.0,1555.0,30,207,[],,70,120.0,浅浅,041060CAJ-24B50713,深色,['深色'],中色,True,纱架,61.25,3,1130.0,1555.0,,,,
206,4637779,202405190068,8794249,0.0,465.0,31,208,[],,70,120.0,中色,041050CAJ-24H42355,深色,['深色'],深色,False,纱架,106.5,1,0.0,465.0,,,,
15,2216052,202405100017,8784238,585.0,970.0,31,208,[],,70,120.0,浅浅,122080CAJRX-24Z10102,深色,['深色'],深色,True,M,66.5,2,585.0,970.0,,,,
143,2216456,202405180285,8793792,1090.0,1475.0,31,208,[],,70,120.0,浅浅,042140CAJR-24P220014,深色,['深色'],深色,False,S,63.5,3,1090.0,1475.0,,,,
78,4635076,202405160186,8791420,0.0,475.0,32,304,[],,70,120.0,浅色,041040CHJ-23B49526,浅色,['浅色'],浅浅,False,纱架,110.25,1,0.0,475.0,,,,
113,4636216,202405090223,8794821,595.0,1020.0,32,304,[],,70,120.0,浅色,122080CJRX-24Y10063,浅色,['浅色'],浅浅,True,纱架,108.0,2,595.0,1020.0,,,,
41,2216018,202405080149,8781903,1140.0,1525.0,32,304,[],,70,120.0,浅浅,041050CHJ-22B81590,浅色,['浅色'],浅浅,True,S,68.75,3,1140.0,1525.0,,,,
97,4632349,202405080108,8787483,0.0,425.0,33,305,[],,70,120.0,浅浅,9E2100CAJ-24G10140,浅浅,['浅浅'],浅浅,False,纱架,115.25,1,0.0,425.0,,,,
122,2215224,202405060104,8779588,545.0,930.0,33,305,[],,70,120.0,浅浅,042100CAJ-23P43786,浅浅,['浅浅'],浅浅,False,M,113.85,2,545.0,930.0,,,,
169,2216652,202405070061,8782074,1050.0,1435.0,33,305,[],,70,120.0,浅色,042120CJR-24Y220032,浅浅,['浅浅'],浅浅,True,M,62.0,3,1050.0,1435.0,,,,
90,4634784,202404270136,8775282,0.0,200.0,34,508,[],,70,120.0,浅色,041012CAKLJD-23Y400092,浅色,['浅色'],浅浅,False,纱架,115.35,1,0.0,200.0,,,,
250,4637778,202405190067,8794240,320.0,745.0,34,508,[],,70,120.0,浅色,041050CAJ-24P40898,浅色,['浅色'],浅浅,False,纱架,106.5,2,320.0,745.0,,,,
37,2216016,202405120148,8787547,0.0,140.0,35,606,[],,70,120.0,增白,041050CJ-24W40793,增白,['增白'],,False,S,113.25,1,0.0,140.0,,,,
34,2215807,202405080162,8781592,260.0,400.0,35,606,[],,70,120.0,增白,041050CAJ-05W0004,增白,['增白'],,False,S,111.0,2,260.0,400.0,,,,
43,2215246,202405100092,8784209,520.0,660.0,35,606,[],,70,120.0,增白,041050HJ-19W220631,增白,['增白'],,False,S,108.75,3,520.0,660.0,,,,
174,2216406,202405220162,8796123,780.0,920.0,35,606,[],,70,120.0,增白,042100CAJ-22W220098,增白,['增白'],,False,M,108.75,4,780.0,920.0,,,,
127,2216411,202405180289,8793616,1040.0,1180.0,35,606,[],,70,120.0,增白,041050HJ-23W403327,增白,['增白'],,False,S,64.25,5,1040.0,1180.0,,,,
190,4637602,202405230068,8797636,1300.0,1500.0,35,606,[],,70,120.0,增白,041020L-05W0004,增白,['增白'],,False,纱架,62.0,6,1300.0,1500.0,,,,
109,4636027,202405220035,8795574,0.0,125.0,36,701,[],,70,120.0,浅浅,452020CK-23W11692,深色,['深色'],中色,False,纱架,71.75,1,0.0,125.0,,,,
66,2216017,202405080150,8781906,245.0,365.0,36,701,[],,70,120.0,浅色,041050CHJ-22Y45490,深色,['深色'],中色,True,M,68.75,2,245.0,365.0,,,,
154,2216669,202405240039,8798132,485.0,870.0,36,701,[],,70,120.0,浅浅,041050CJ-24B220208,深色,['深色'],中色,False,S,63.5,3,485.0,870.0,,,,
131,2216674,202405220170,8797173,0.0,465.0,37,702,[],,70,120.0,中色,042100CAJ-19B410814,深色,['深色'],深色,False,M,64.25,1,0.0,465.0,,,,
145,2216654,202405070061,8782076,585.0,1050.0,37,702,[],,70,120.0,中色,042120CJR-24G220051,深色,['深色'],深色,True,M,62.0,2,585.0,1050.0,,,,
103,4636215,202405090223,8794817,1170.0,1595.0,37,702,[],,70,120.0,浅浅,122080CJRX-24B10543,深色,['深色'],深色,True,纱架,108.0,3,1170.0,1595.0,,,,
102,4629744,202404200258,8779607,0.0,425.0,38,707,[],,70,120.0,浅色,122120CAJRX-23Y10220,浅色,['浅色'],浅色,True,纱架,108.0,1,0.0,425.0,,,,
104,4634377,202405080185,8782703,545.0,950.0,38,707,[],,70,120.0,浅浅,223022CDA-24G10004,浅色,['浅色'],浅色,False,蚕丝架,108.0,2,545.0,950.0,,,,
72,4635842,202405190013,8794036,1070.0,1195.0,38,707,[],,70,120.0,浅色,891050HK-1310078,浅色,['浅色'],浅色,False,纱架,62.0,3,1070.0,1195.0,,,,
80,4633577,202405140172,8788567,0.0,420.0,39,817,[],,70,120.0,浅浅,091070CDFS-24B10727,深色,['深色'],浅浅,True,纱架,111.75,1,0.0,420.0,,,,
2,2215906,202405180257,8793831,540.0,925.0,39,817,[],,70,120.0,浅浅,042200CAJR-23Z401313,深色,['深色'],浅浅,True,S,64.25,2,540.0,925.0,,,,
87,4634911,202405080129,8781626,1045.0,1470.0,39,817,[],,70,120.0,浅浅,041050CJ-23M400016,深色,['深色'],浅浅,True,纱架,59.0,3,1045.0,1470.0,,,,
121,4625348,202404110233,8761963,0.0,425.0,40,910,[],,70,120.0,浅浅,041040CJ-19M42811,深色,['深色'],中色,True,纱架,113.85,1,0.0,425.0,,,,
40,2216331,202405220168,8796129,545.0,930.0,40,910,[],,70,120.0,浅浅,042100CAJ-23H47163,深色,['深色'],中色,False,M,64.25,2,545.0,930.0,,,,
33,2216365,202405080199,8781913,1050.0,1435.0,40,910,[],,70,120.0,浅浅,041060CAJ-18M210094,深色,['深色'],中色,False,S,60.5,3,1050.0,1435.0,,,,
271,4637780,202405180166,8793094,0.0,505.0,41,913,[],,70,120.0,深色,041050CAJ-24K40735,深色,['深色'],深色,True,纱架,106.5,1,0.0,505.0,,,,
189,2216524,202405110276,8786220,625.0,1010.0,41,913,[],,70,120.0,浅浅,042090CAJ-24B45484,深色,['深色'],深色,False,M,65.75,2,625.0,1010.0,,,,
58,2215714,202405080195,8782008,0.0,140.0,42,507,[],,90,120.0,增白,041060CJ-05W0003,增白,['增白'],增白,False,S,108.0,1,0.0,140.0,,,,
28,2215349,202404250216,8774205,260.0,400.0,42,507,[],,90,120.0,增白,041060CAJ-05W0004,增白,['增白'],增白,False,S,106.5,2,260.0,400.0,,,,
75,2215690,202404250181,8773441,520.0,660.0,42,507,[],,90,120.0,增白,041060CAJ-05W0004,增白,['增白'],增白,False,S,106.5,3,520.0,660.0,,,,
249,4638064,202405260023,8799132,780.0,960.0,42,507,[],,90,120.0,增白,042080CJ-05W0013,增白,['增白'],增白,False,纱架,106.5,4,780.0,960.0,,,,
132,2216608,202405150238,8791599,1080.0,1250.0,42,507,[],,90,120.0,增白,091040CJ-24W11168,增白,['增白'],增白,False,M,66.5,5,1080.0,1250.0,,,,
159,2216609,202405150238,8791597,1370.0,1540.0,42,507,[],,90,120.0,增白,022090CJR-24W10400,增白,['增白'],增白,False,M,66.5,6,1370.0,1540.0,,,,
186,4637592,202405250242,8798783,1660.0,1870.0,42,507,[],,90,120.0,增白,223022CDA-23W10126,增白,['增白'],增白,False,纱架,62.0,7,1660.0,1870.0,,,,
275,4637751,202405100123,8789245,0.0,425.0,43,708,[],,90,120.0,浅浅,044200CAJR-24B47304,浅浅,['浅浅'],浅浅,False,纱架,111.75,1,0.0,425.0,,,,
76,4634456,202405170089,8791581,545.0,1020.0,43,708,[],,90,120.0,浅浅,042080CAJ-18B406280,浅浅,['浅浅'],浅浅,False,纱架,108.75,2,545.0,1020.0,,,,
237,4638254,202405240126,8798024,1140.0,1565.0,43,708,[],,90,120.0,浅浅,041060CAJ-24R220013,浅浅,['浅浅'],浅浅,False,纱架,107.25,3,1140.0,1565.0,,,,
226,4637070,202405220037,8795462,1685.0,2150.0,43,708,[],,90,120.0,浅浅,042050CAJ-16H121436,浅浅,['浅浅'],浅浅,True,纱架,103.5,4,1685.0,2150.0,,,,
82,4636489,202405160119,8791223,2270.0,2565.0,43,708,[],,90,120.0,浅浅,041036CHJ-18B42582,浅浅,['浅浅'],浅浅,False,纱架,62.75,5,2270.0,2565.0,,,,
52,4636449,202405230025,8796479,0.0,300.0,44,710,[],,90,120.0,浅浅,091100CDKS-23B12040,浅浅,['浅浅'],浅浅,False,纱架,127.35,1,0.0,300.0,,,,
256,4637318,202404110260,8761075,420.0,845.0,44,710,[],,90,120.0,浅色,041040J-23M400113,浅浅,['浅浅'],浅浅,True,纱架,113.85,2,420.0,845.0,,,,
93,4634983,202405170141,8792874,965.0,1390.0,44,710,[],,90,120.0,浅浅,041050CAJ-24Z41074,浅浅,['浅浅'],浅浅,True,纱架,106.5,3,965.0,1390.0,,,,
273,4638187,202405250252,8799061,1510.0,1985.0,44,710,[],,90,120.0,浅浅,041040CHJ-21B220627,浅浅,['浅浅'],浅浅,False,纱架,106.5,4,1510.0,1985.0,,,,
194,4638128,202405220070,8796140,2105.0,2230.0,44,710,[],,90,120.0,深色,041050AK-24B401762,浅浅,['浅浅'],浅浅,False,纱架,62.75,5,2105.0,2230.0,,,,
120,4634499,202405090099,8784604,420.0,845.0,45,1011,[],,90,120.0,浅色,801040CJX-23Y10052,深色,['深色'],深色,True,纱架,106.5,1,420.0,845.0,,,,
231,4637048,202405220036,8797256,965.0,1370.0,45,1011,[],,90,120.0,浅浅,223022CDA-24H10048,深色,['深色'],深色,True,蚕丝架,69.35,2,965.0,1370.0,,,,
89,4634920,202405080203,8782706,1490.0,1895.0,45,1011,[],,90,120.0,浅浅,223022CDA-24B10029,深色,['深色'],深色,True,蚕丝架,63.5,3,1490.0,1895.0,,,,
220,4638132,202405220071,8796144,2015.0,2140.0,45,1011,[],,90,120.0,浅浅,041050AK-24R400360,深色,['深色'],深色,False,纱架,62.75,4,2015.0,2140.0,,,,
105,4634502,202405160174,8792536,965.0,1390.0,46,1012,[],,90,120.0,浅色,041050CAJ-24R42130,深色,['深色'],深色,True,纱架,106.5,1,965.0,1390.0,,,,
272,4637902,202405080231,8782738,1510.0,2015.0,46,1012,[],,90,120.0,深色,041050CAK-19K44060,深色,['深色'],深色,True,纱架,65.75,2,1510.0,2015.0,,,,
192,4638253,202405240125,8798019,2135.0,2560.0,46,1012,[],,90,120.0,浅色,041060CAJ-24Y220016,深色,['深色'],深色,False,纱架,62.75,3,2135.0,2560.0,,,,
269,4638255,202405240003,8797194,2680.0,3145.0,46,1012,[],,90,120.0,中色,041060CAJ-18R230005,深色,['深色'],深色,True,纱架,61.25,4,2680.0,3145.0,,,,
116,2215841,202405030012,8778722,0.0,425.0,47,203,[],,140,120.0,浅浅,041020CL-24H42526,浅色,['浅色'],浅浅,True,L,113.85,1,0.0,425.0,,,,
247,4637089,202405240017,8797347,545.0,1050.0,47,203,[],,140,120.0,深色,892100HKR-24K10004,浅色,['浅色'],浅浅,False,纱架,106.5,2,545.0,1050.0,,,,
67,2214868,202404260112,8774575,0.0,140.0,48,204,['204'],,140,120.0,增白,041060CAJ-05W0004,浅色,['浅色'],浅色,False,S,111.0,1,0.0,140.0,,,,
