工件,作业标识号,生产物流号,合作序号,开始时间,结束时间,所选机器,机器号,续作机器,锁定机器,机器容量,切换时间,深浅色,色号,机器常染颜色1,机器常染颜色2,机器上一状态,能否荧光,轴型,优先级,生产顺序,开始时间,结束时间,锁定顺序,合作订单,合作生产物流号,合作染程用时
48,4641184,202405100121,8785110,0.0,180.0,29,206,[],,70,120.0,增白,044200CAJR-24W41729,增白,['增白'],增白,False,纱架,165.75,1,0.0,180.0,,,,
57,4639520,202404210052,8779880,300.0,480.0,29,206,[],,70,120.0,增白,452120CAKR-23W10870,增白,['增白'],增白,False,纱架,158.25,2,300.0,480.0,,,,
28,4640278,202405300161,8801805,0.0,125.0,32,304,[],,70,120.0,浅浅,1G2080CAKR-24P10016,浅色,['浅色'],中色,True,纱架,154.5,1,0.0,125.0,,,,
2,2217235,202405100141,8788304,0.0,380.0,33,305,[],,70,120.0,浅浅,961040CAJX-23B10102,浅浅,['浅浅'],浅浅,False,M,162.75,1,0.0,380.0,,,,
44,4634377,202405080185,8782703,0.0,405.0,34,508,[],,70,120.0,浅浅,223022CDA-24G10004,浅色,['浅色'],浅浅,False,蚕丝架,159.75,1,0.0,405.0,,,,
45,4636027,202405220035,8795574,0.0,125.0,35,606,[],,70,120.0,增白,452020CK-23W11692,增白,['增白'],,False,纱架,166.35,1,0.0,125.0,,,,
27,2217040,202405170116,8794420,245.0,385.0,35,606,[],,70,120.0,增白,041032CL-05W0003,增白,['增白'],,False,S,163.35,2,245.0,385.0,,,,
18,2217233,202405100141,8788303,505.0,885.0,35,606,[],,70,120.0,增白,961040CAJX-23W10038,增白,['增白'],,False,M,162.75,3,505.0,885.0,,,,
22,4641299,202404120172,8799457,0.0,180.0,42,507,[],,90,120.0,增白,0G2100CAKR-24W10077,增白,['增白'],浅浅,False,纱架,161.25,1,0.0,180.0,,,,
1,2217201,202404200200,8779868,300.0,440.0,42,507,[],,90,120.0,增白,041060CJY-23W400835,增白,['增白'],浅浅,False,M,158.25,2,300.0,440.0,,,,
24,2217271,202405240011,8797332,560.0,700.0,42,507,[],,90,120.0,增白,041060CAJ-05W0004,增白,['增白'],浅浅,False,M,158.25,3,560.0,700.0,,,,
21,2217160,202405100328,8796686,0.0,385.0,43,708,[],,90,120.0,浅色,122080CJRX-24Z10308,浅浅,['浅浅'],浅浅,True,M,159.75,1,0.0,385.0,,,,
17,4637201,202405220164,8796590,505.0,985.0,43,708,[],,90,120.0,浅浅,101040CDA-24K10116,浅浅,['浅浅'],浅浅,True,纱架,156.75,2,505.0,985.0,,,,
43,4639170,202405280024,8800451,0.0,405.0,44,710,[],,90,120.0,浅浅,223022CDA-24Z10035,浅浅,['浅浅'],中色,True,纱架,159.75,1,0.0,405.0,,,,
6,2217259,202405190067,8794233,0.0,385.0,47,203,[],,140,120.0,浅色,041060CAJ-24P40897,浅色,['浅色'],浅色,False,S,159.0,1,0.0,385.0,,,,
39,4639133,202405280057,8800260,505.0,930.0,47,203,[],,140,120.0,浅浅,021045CJ-24H10179,浅色,['浅色'],浅色,False,纱架,113.75,2,505.0,930.0,,,,
20,2217260,202405190067,8794236,519.7824983666667,904.7824983666667,48,204,[],,140,120.0,浅色,041060CAJ-24P40897,浅色,['浅色'],浅浅,False,S,159.0,1,519.7824983666667,904.7824983666667,,,,
19,4640198,202405250143,8800331,1024.7824983666667,1429.7824983666667,48,204,[],,140,120.0,浅浅,223022CDA-24H10060,浅色,['浅色'],浅浅,True,纱架,109.25,2,1024.7824983666667,1429.7824983666667,,,,
54,4638780,202405280089,8800137,1549.7824983666667,2024.7824983666667,48,204,[],,140,120.0,浅浅,042080CJ-17B17710,浅色,['浅色'],浅浅,False,纱架,108.5,3,1549.7824983666667,2024.7824983666667,,,,
25,4641010,202405180238,8793981,2144.782498366667,2609.782498366667,48,204,[],,140,120.0,浅色,041030CAZ-24Y40660,浅色,['浅色'],浅浅,True,纱架,107.0,4,2144.782498366667,2609.782498366667,,,,
50,4640989,202405180237,8793993,0.0,505.0,50,302,[],,140,120.0,中色,041030CAZ-24G41045,深色,['深色'],深色,False,纱架,156.0,1,0.0,505.0,,,,
31,4640501,202401250145,8692740,625.0,1050.0,50,302,[],,140,120.0,浅浅,042120CJS-23B650909,深色,['深色'],深色,False,纱架,176.85,2,625.0,1050.0,,,,
56,2217257,202405190068,8794245,1170.0,1555.0,50,302,['302'],,140,120.0,浅色,041060CAJ-24H42354,深色,['深色'],深色,False,S,159.0,3,1170.0,1555.0,,,,
26,4640151,202405300168,8802368,0.0,560.0,51,303,[],,140,120.0,深色,042080CAJ-24Z400359,深色,['深色'],深色,True,纱架,160.5,1,0.0,560.0,,,,
51,4640974,202405180254,8798130,0.0,450.0,52,609,[],,140,120.0,中色,091050CDL-24B10370,浅色,['浅色'],深色,True,纱架,159.0,1,0.0,450.0,,,,
55,4640197,202405250142,8800328,570.0,975.0,52,609,[],,140,120.0,浅浅,223022CDA-24P10016,浅色,['浅色'],深色,False,纱架,109.25,2,570.0,975.0,,,,
52,4640375,202405250251,8800170,0.0,425.0,53,610,['610'],,140,120.0,浅色,452120CKR-24Z10234,深色,['深色'],浅浅,True,纱架,156.75,1,0.0,425.0,,,,
3,2217517,202405310119,8802685,0.0,560.0,54,611,[],,140,120.0,深色,042080CAJ-24R400233,深色,['深色'],深色,True,M,163.35,1,0.0,560.0,,,,
40,4641130,202406010285,8803538,164.79916503333334,374.79916503333334,55,612,[],,140,120.0,增白,021045CAJ-05W0041,增白,['增白'],增白,False,纱架,158.25,1,164.79916503333334,374.79916503333334,,,,
34,4640620,202406010177,8803181,494.79916503333334,919.7991650333333,55,612,['612'],,140,120.0,浅浅,041060CJS-22B700041,增白,['增白'],增白,False,纱架,156.75,2,494.79916503333334,919.7991650333333,,,,
38,4640978,202405250238,8798823,181.68249836666666,656.6824983666667,56,308,['308'],,180,120.0,浅浅,452080CHKR-20B11295,浅色,['浅色'],浅浅,False,纱架,158.25,1,181.68249836666666,656.6824983666667,,,,
5,2217159,202405100328,8796685,0.0,465.0,57,405,[],,180,120.0,深色,122080CJRX-24B10576,深色,['深色'],深色,True,M,159.75,1,0.0,465.0,,,,
49,4640960,202406010118,8803076,445.09916503333335,870.0991650333333,62,501,['501'],,180,120.0,浅浅,041080CAJ-23R220072,浅色,['浅色'],浅浅,True,纱架,176.25,1,445.09916503333335,870.0991650333333,,,,
10,2216943,202405220170,8797171,0.0,140.0,65,1004,['1004'],,180,120.0,增白,042100CAJ-05W0013,增白,['增白'],增白,False,M,161.25,1,0.0,140.0,,,,
29,4640546,202405310215,8802423,0.0,200.0,66,604,['604'],,200,120.0,增白,043040CL-22W47625,增白,['增白'],增白,False,纱架,176.25,1,0.0,200.0,,,,
4,2217343,202405280110,8800530,320.0,490.0,66,604,[],,200,120.0,增白,022090CJR-24W10374,增白,['增白'],增白,False,M,162.75,2,320.0,490.0,,,,
32,4640984,202405250013,8797763,0.0,350.0,73,309,[],,240,120.0,中色,091075CDLS-24H10124,浅色,['浅色'],中色,True,纱架,162.0,1,0.0,350.0,,,,
42,4640185,202405240059,8797691,0.0,505.0,76,1110,[],,240,120.0,深色,042100AJ-24K41707,深色,['深色'],深色,True,纱架,158.25,1,0.0,505.0,,,,
53,4640619,202406010176,8803172,0.0,125.0,78,608,['608'],,240,120.0,深色,091100CDKS-22B12283,深色,['深色'],深色,True,纱架,156.75,1,0.0,125.0,,,,
7,2216880,202405270026,8799549,0.0,140.0,83,917,[],,360,120.0,增白,042100CAJ-18W13820,增白,['增白'],增白,False,Y,156.75,1,0.0,140.0,,,,
11,2217267,202405230010,8796702,0.0,140.0,87,1105,['1105'],,390,120.0,增白,041060CAJ-05W0004,增白,['增白'],增白,False,L,158.25,1,0.0,140.0,,,,
12,2217325,202405310185,8802331,0.0,385.0,94,601,['601'],,650,120.0,浅浅,041021CL-22Z220023,浅色,['浅色'],浅浅,True,L,177.75,1,0.0,385.0,,,,
13,2217482,202405310185,8802331,505.0,890.0,94,601,['601'],,650,120.0,浅浅,041021CL-22Z220023,浅色,['浅色'],浅浅,True,L,177.75,2,505.0,890.0,,,,
